Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Left Hand Position x:,Left Hand Position y:,Left Hand Position z:,Left Hand rotation x:,Left Hand rotation y:,Left Hand rotation z:
12.6473,0,6,User missed,-0.1640247,0.02819536,-0.326429,313.4981,27.98318,10.42285,0.02909976,0.03607119,-0.08301289,309.4116,25.56916,10.99465
13.03636,1,6,User hit user's target,-0.1557215,0.02531976,-0.3556437,320.0087,4.209127,13.45798,-0.07667295,-0.01559724,-0.05035323,322.045,355.1739,13.96903
13.6028,2,6,User hit user's target,-0.09484494,0.02658481,-0.3332117,331.0568,352.3592,7.390023,-0.06599643,-0.1061102,0.001916994,336.832,351.8924,3.793839
13.94757,2,7,Peer hit peer's target,-0.05791123,0.03129625,-0.33868,327.4576,351.3349,3.476419,-0.04836949,-0.06839505,-0.02787414,329.2012,348.5201,2.096642
14.05837,3,7,User hit user's target,-0.04883373,0.0299738,-0.3378952,329.1615,353.6805,1.261905,-0.04362136,-0.09453414,0.0006749381,339.1154,346.9461,0.1365495
14.7142,3,8,Peer hit peer's target,-0.02481498,0.03665696,-0.3501791,318.1426,13.49336,356.7844,0.1092377,-0.1520663,-0.002700582,335.0904,17.54776,358.0261
15.2255,4,8,User hit user's target,-0.01052669,0.02852455,-0.3312807,331.1424,22.26637,355.1994,0.1322884,-0.1057816,0.003428741,334.4708,20.01962,351.9812
16.53701,5,8,User hit user's target,-0.02248225,0.03977894,-0.3426933,318.9637,0.3068786,359.5473,0.02129048,0.06077435,-0.05358476,308.4472,8.915525,344.3428
17.30325,5,9,Peer hit peer's target,-0.01859233,0.02315642,-0.331911,337.1111,339.4355,6.080519,-0.02349211,-0.1304296,0.02550511,335.1493,327.9319,353.2294
19.38075,5,10,Peer hit peer's target,0.01112549,-0.005919327,-0.3015161,2.633863,85.19398,359.6466,0.4405971,-0.304458,-0.3193797,351.7541,89.01897,359.0897
20.73602,6,10,User hit user's target,-0.1147862,-0.03810844,-0.302542,8.426789,209.2562,0.6365982,-0.2604954,-0.3963383,-0.6843988,16.73986,223.8906,359.133
22.22529,6,11,Peer hit peer's target,-0.03031486,-0.01191929,-0.2493951,358.3387,108.4272,4.495161,0.255913,-0.3410419,-0.4754123,359.3897,117.6348,1.976712
22.4253,7,11,User hit user's target,-0.03896168,-0.01167653,-0.2796185,358.6196,125.0645,2.113132,0.2368662,-0.3710952,-0.5674977,9.620858,131.8847,1.028439
22.85722,7,12,Peer hit peer's target,-0.06995191,-0.001860051,-0.2935169,351.4945,168.4057,354.7506,-0.005734428,-0.2222033,-0.7267575,351.411,182.223,353.5377
22.90205,8,12,User hit user's target,-0.07075525,-0.002582533,-0.2908721,352.1773,171.7983,354.4352,-0.03199663,-0.2234295,-0.7277698,350.5167,189.5859,353.2397
24.11348,9,12,User hit user's target,-0.08843128,0.01878521,-0.2288767,331.8595,180.7831,346.5917,-0.09329765,-0.09170377,-0.6225411,334.0914,199.5373,336.3016
25.64668,9,13,Peer hit peer's target,-0.03198547,-0.006591964,-0.2116524,358.9588,58.6294,3.119282,0.2886031,-0.3055634,-0.2490384,353.5676,54.483,357.4128
26.20276,10,13,User hit user's target,-0.00553737,0.01029396,-0.2464032,348.3201,70.86645,357.7436,0.3658045,-0.2490827,-0.2419276,349.8663,74.89204,354.787
28.9919,11,13,User hit user's target,0.03561615,-0.00146435,-0.2935387,355.3419,341.8819,359.0681,-0.01339537,-0.3351146,0.08406167,354.5614,340.2952,347.4013
29.31427,11,14,Peer hit peer's target,0.04641025,-0.002351328,-0.2699052,356.9119,344.3222,357.7575,0.02385912,-0.3485883,0.1128415,356.6214,345.0753,344.7937
30.21413,11,15,Peer hit peer's target,-0.0213391,-0.003040967,-0.2666659,359.401,303.4879,358.446,-0.1550509,-0.3625293,-0.02838887,355.0531,294.5763,357.2079
30.89177,12,15,User hit user's target,-0.0298449,-0.004334955,-0.2660553,359.9114,300.0693,356.9839,-0.249125,-0.3006128,-0.0565806,357.7209,295.0115,355.8447
31.1034,12,16,Peer hit peer's target,-0.03028984,0.000674743,-0.2571734,357.777,304.4288,357.1395,-0.2268329,-0.2929187,-0.02372721,355.9669,301.3927,353.2326
34.14647,13,16,User hit user's target,0.005692523,0.007057052,-0.2428152,353.6026,40.47549,356.6926,0.2601162,-0.3095958,-0.02242902,354.3333,35.33442,1.924325
34.70262,13,17,Peer hit peer's target,0.01937326,0.002085911,-0.2418214,357.312,41.69327,356.4584,0.2777985,-0.3377318,-0.03436956,356.275,37.79613,0.8759659
35.39178,13,18,Peer hit peer's target,0.008113155,0.01896707,-0.2464472,342.6464,24.0087,356.3119,0.1843063,-0.2527542,0.003159738,340.6317,21.2215,359.8303
36.50156,12,18,User missed,-0.0102674,-0.007053714,-0.2209663,1.868237,353.7888,358.2827,0.03379092,-0.4359334,0.08487194,12.81349,353.912,4.816875
36.8569,13,18,User hit user's target,0.01715897,-0.001049036,-0.2118894,359.1339,11.43833,357.1698,0.1419502,-0.4445123,0.12247,13.66462,12.32318,2.767396
37.50254,14,18,User hit user's target,0.02790683,0.02478604,-0.2747568,342.1697,54.51283,350.65,0.4307277,-0.150723,-0.04473789,340.5768,63.14868,354.0842
38.1362,14,19,Peer hit peer's target,0.007337809,-0.0294926,-0.2314222,15.13758,16.99485,4.21161,0.2504474,-0.2912867,-0.02529192,333.6299,36.56697,1.449489
