Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/21 - 04:00:49.292523,207.1452,1.115861,0.3302065,-0.6991006,348.5499,317.8548,357.9712,0.9743939,-0.0833503,-0.4298468,1.480337,317.2615,356.7802
2018/06/21 - 04:00:49.302477,207.1564,1.116003,0.3301656,-0.6989502,348.7657,317.8871,357.8962,0.9718765,-0.08611901,-0.4306424,2.094643,316.8801,357.1421
2018/06/21 - 04:00:49.314446,207.1673,1.11615,0.3300168,-0.6987248,348.9208,317.9299,357.9387,0.9694644,-0.08855534,-0.4312006,2.620942,316.6818,357.4539
2018/06/21 - 04:00:49.325447,207.1788,1.11641,0.329843,-0.6985052,349.0549,317.8947,357.9124,0.9671378,-0.090584,-0.4320194,2.858536,316.5901,357.8161
2018/06/21 - 04:00:49.338404,207.1907,1.116662,0.3297232,-0.698304,349.1967,317.843,357.8485,0.9650252,-0.09204798,-0.4326842,2.985338,316.3532,357.9962
2018/06/21 - 04:00:49.347379,207.1999,1.116795,0.3296478,-0.6981047,349.3054,317.8413,357.7613,0.9629898,-0.09297355,-0.4332201,2.984992,316.0977,358.0068
2018/06/21 - 04:00:49.358347,207.2117,1.116935,0.3296992,-0.6978793,349.4022,317.7571,357.6682,0.961098,-0.09319225,-0.4336935,2.730196,315.7938,357.8791
2018/06/21 - 04:00:49.370309,207.2233,1.116968,0.3297188,-0.6975961,349.3582,317.7018,357.602,0.9591153,-0.09344666,-0.4341024,2.500887,315.61,358.1211
2018/06/21 - 04:00:49.380276,207.2341,1.117,0.3297905,-0.6973302,349.2839,317.6248,357.5313,0.9569339,-0.09329693,-0.4344425,2.174798,315.6292,358.7843
2018/06/21 - 04:00:49.392238,207.2452,1.117084,0.329905,-0.6971083,349.2538,317.5247,357.4479,0.9545248,-0.09298766,-0.434509,1.81294,315.6046,359.3616
2018/06/21 - 04:00:49.403236,207.2565,1.117202,0.3300165,-0.6969292,349.2719,317.4338,357.4139,0.9523649,-0.0919876,-0.4338148,1.503353,315.8523,359.5789
2018/06/21 - 04:00:49.414180,207.2673,1.117376,0.3300639,-0.6967534,349.293,317.3222,357.3353,0.9504824,-0.09057016,-0.4327684,1.191269,316.3306,359.5066
2018/06/21 - 04:00:49.425149,207.2786,1.117557,0.3300192,-0.6965656,349.2951,317.2756,357.2427,0.9486389,-0.08837785,-0.4316353,0.6978665,316.6237,359.5108
2018/06/21 - 04:00:49.436120,207.2895,1.11779,0.3300403,-0.6963927,349.3515,317.2613,357.1387,0.9468259,-0.08583336,-0.430729,0.005087164,316.7417,359.7117
2018/06/21 - 04:00:49.448088,207.3009,1.117969,0.3300593,-0.6961771,349.3514,317.2911,357.0542,0.9451526,-0.08250543,-0.4299041,359.1214,316.787,359.9377
2018/06/21 - 04:00:49.460076,207.3134,1.118178,0.3300796,-0.6958801,349.2744,317.3238,357.0551,0.9436136,-0.0788513,-0.4293948,358.0736,316.6075,0.1657607
2018/06/21 - 04:00:49.471027,207.3241,1.118229,0.3301025,-0.6957542,349.2286,317.3547,357.1068,0.9419783,-0.0753846,-0.4289293,357.3147,316.3269,0.4212394
2018/06/21 - 04:00:49.481000,207.3346,1.118504,0.3302095,-0.6954493,349.1534,317.3504,357.0954,0.940411,-0.07186006,-0.4286074,356.7996,315.9178,0.6353977
2018/06/21 - 04:00:49.491971,207.3451,1.118711,0.3303298,-0.6952416,349.1082,317.4091,357.0856,0.9388719,-0.06839617,-0.4283083,356.3197,315.5263,0.6807008
2018/06/21 - 04:00:49.502969,207.3563,1.118921,0.3304321,-0.6950699,349.0862,317.4119,357.0723,0.937458,-0.06498977,-0.4281509,355.9753,315.145,0.6063244
2018/06/21 - 04:00:49.514929,207.3673,1.119187,0.3305529,-0.694908,349.0398,317.4608,357.0421,0.9360762,-0.06178654,-0.4282241,355.6544,314.746,0.6047912
2018/06/21 - 04:00:49.524883,207.3786,1.119382,0.3306413,-0.6948386,349.014,317.4258,357.0083,0.9347252,-0.05882592,-0.4286973,355.3746,314.1728,0.7147585
2018/06/21 - 04:00:49.537848,207.3899,1.119665,0.3307946,-0.6948045,348.9715,317.4124,356.9494,0.9335191,-0.05593694,-0.429225,355.0325,313.645,0.8286966
2018/06/21 - 04:00:49.548820,207.4015,1.119958,0.3309413,-0.6947655,348.8668,317.3484,356.8929,0.9325863,-0.05302833,-0.4299084,354.6584,313.1272,0.7752551
2018/06/21 - 04:00:49.558792,207.4127,1.120103,0.3311283,-0.6948782,348.8081,317.2776,356.8165,0.9324005,-0.05042495,-0.4310945,354.1067,312.5941,0.6645845
2018/06/21 - 04:00:49.570760,207.4232,1.120123,0.3312861,-0.6949409,348.6924,317.1714,356.7834,0.9323655,-0.04810336,-0.4325866,353.386,312.1466,0.5932771
2018/06/21 - 04:00:49.579736,207.4338,1.120011,0.3314751,-0.6950408,348.5425,317.1279,356.7411,0.932229,-0.04648294,-0.4341097,352.9434,311.5908,0.8772545
2018/06/21 - 04:00:49.592702,207.4449,1.119937,0.3316653,-0.6951246,348.3763,316.9866,356.7634,0.9320515,-0.04499649,-0.4355887,352.5496,311.2898,1.251037
2018/06/21 - 04:00:49.603681,207.457,1.119759,0.3317937,-0.6952015,348.1863,316.9072,356.8413,0.9321654,-0.04419255,-0.4374032,352.0744,311.0871,1.774939
2018/06/21 - 04:00:49.615641,207.4678,1.119667,0.331989,-0.6953544,348.085,316.8033,356.8391,0.9324028,-0.04355276,-0.4392207,351.6096,310.6419,2.10388
2018/06/21 - 04:00:49.625614,207.4788,1.119546,0.3320963,-0.6954513,347.9217,316.6824,356.8942,0.932867,-0.04349154,-0.4411042,351.2342,310.1119,2.288804
2018/06/21 - 04:00:49.637581,207.4899,1.119413,0.3321938,-0.6955544,347.7164,316.6,356.9209,0.9333602,-0.04360395,-0.4429885,350.9024,309.5983,2.430683
2018/06/21 - 04:00:49.648552,207.5008,1.119287,0.3323666,-0.6956852,347.6223,316.4859,357.0084,0.9341218,-0.04410886,-0.4449423,350.5571,309.0682,2.373406
2018/06/21 - 04:00:49.658526,207.5118,1.119078,0.3325038,-0.6958002,347.4623,316.3594,357.0266,0.9349415,-0.04458619,-0.4468969,350.1273,308.4942,2.095223
2018/06/21 - 04:00:49.669498,207.5227,1.118774,0.3326128,-0.6958597,347.2883,316.2109,357.0556,0.9360375,-0.04540581,-0.4489095,349.7083,307.8266,1.521643
2018/06/21 - 04:00:49.680486,207.5333,1.118509,0.3327182,-0.6959194,347.1393,316.0934,357.1248,0.9371437,-0.04642288,-0.4508389,349.4135,307.1238,0.9248732
2018/06/21 - 04:00:49.691452,207.5447,1.118199,0.3328322,-0.6959818,347.011,315.9239,357.104,0.9385105,-0.048004,-0.4526975,349.3134,306.3874,0.2857057
2018/06/21 - 04:00:49.702408,207.5558,1.117973,0.3329484,-0.695995,346.9249,315.7196,357.1483,0.9399753,-0.04993729,-0.4544278,349.3418,305.774,359.7804
2018/06/21 - 04:00:49.713379,207.5661,1.117573,0.3329524,-0.6959587,346.733,315.6207,357.157,0.941188,-0.0519323,-0.4560575,349.4034,305.27,359.4124
2018/06/21 - 04:00:49.723352,207.5773,1.117229,0.3330195,-0.6959314,346.6371,315.4938,357.1512,0.9423885,-0.05433336,-0.4575851,349.5426,304.825,359.252
2018/06/21 - 04:00:49.740307,207.5885,1.116902,0.332987,-0.6957726,346.4754,315.2971,357.1956,0.9435301,-0.05681561,-0.4590909,349.66,304.3492,359.2461
2018/06/21 - 04:00:49.747288,207.6004,1.116485,0.3329421,-0.6956322,346.372,315.1786,357.2143,0.9446262,-0.05957897,-0.4604652,349.8057,303.8831,359.4054
2018/06/21 - 04:00:49.758259,207.6116,1.116164,0.3329414,-0.6954951,346.3457,315.0175,357.2194,0.9456426,-0.06235502,-0.4616185,349.9919,303.4875,359.4915
2018/06/21 - 04:00:49.770227,207.6234,1.115832,0.3328559,-0.695285,346.3335,314.8895,357.2431,0.9467348,-0.06508862,-0.4626567,350.207,303.157,359.4452
2018/06/21 - 04:00:49.780200,207.6342,1.11551,0.3327997,-0.6950948,346.3548,314.7891,357.2109,0.9478259,-0.06786257,-0.4634527,350.5107,302.8893,359.2551
2018/06/21 - 04:00:49.792169,207.6448,1.115253,0.3325973,-0.6948055,346.4005,314.6602,357.2128,0.948808,-0.07058775,-0.4641356,350.8878,302.6686,359.0045
2018/06/21 - 04:00:49.802141,207.6553,1.115021,0.3324283,-0.6945326,346.5394,314.5151,357.1803,0.9497657,-0.07333349,-0.4645136,351.4263,302.6449,358.6218
2018/06/21 - 04:00:49.813112,207.6661,1.114721,0.3321445,-0.6941746,346.6564,314.4379,357.2169,0.9506841,-0.07606177,-0.464783,352.0135,302.8433,358.2309
2018/06/21 - 04:00:49.824083,207.6775,1.114491,0.3318306,-0.6937738,346.8591,314.324,357.2056,0.9514956,-0.07879562,-0.4651527,352.589,303.2233,358.06
2018/06/21 - 04:00:49.835053,207.6886,1.114192,0.3315042,-0.6933976,347.1223,314.3073,357.1724,0.9522656,-0.08142708,-0.4658439,353.0661,303.4591,358.0997
2018/06/21 - 04:00:49.847022,207.6997,1.113913,0.3311286,-0.6929571,347.3727,314.2463,357.1487,0.9530983,-0.08402726,-0.4667633,353.469,303.5329,358.1471
2018/06/21 - 04:00:49.857992,207.7117,1.113527,0.3306917,-0.6924205,347.6374,314.2378,357.1734,0.9539133,-0.08653918,-0.4680327,353.784,303.495,358.2655
2018/06/21 - 04:00:49.870958,207.7234,1.113182,0.330316,-0.6918727,348.0097,314.2177,357.2028,0.9546713,-0.08894415,-0.4694551,354.0778,303.4471,358.3752
2018/06/21 - 04:00:49.880931,207.7342,1.112809,0.3299369,-0.6913326,348.3704,314.2427,357.1909,0.9553787,-0.09126069,-0.4712021,354.3583,303.4349,358.4431
2018/06/21 - 04:00:49.892899,207.7456,1.112431,0.329455,-0.6906852,348.7087,314.2789,357.2318,0.9560381,-0.09355947,-0.4731809,354.6326,303.4205,358.5302
2018/06/21 - 04:00:49.902872,207.7562,1.112079,0.329009,-0.6900979,349.1463,314.3385,357.2203,0.9566779,-0.09580426,-0.4757532,354.787,303.1471,358.9691
2018/06/21 - 04:00:49.914840,207.7679,1.111642,0.3284523,-0.6894132,349.6105,314.4395,357.2617,0.9573525,-0.09802414,-0.478588,354.8676,302.6638,359.641
2018/06/21 - 04:00:49.924817,207.7788,1.111178,0.3279016,-0.6887637,350.196,314.5548,357.2847,0.9581395,-0.1001405,-0.481705,354.8369,302.0177,0.5301968
2018/06/21 - 04:00:49.936782,207.7895,1.110531,0.3272473,-0.6880146,350.88,314.6285,357.308,0.9591645,-0.1020796,-0.4846362,354.7856,301.4587,1.303242
2018/06/21 - 04:00:49.947752,207.8007,1.109803,0.3265178,-0.6872237,351.6194,314.6788,357.3513,0.9603385,-0.103849,-0.4873294,354.7121,301.0461,1.797402
2018/06/21 - 04:00:49.957727,207.8117,1.109048,0.3256274,-0.6864971,352.5466,314.7764,357.382,0.9616473,-0.1054283,-0.4898115,354.5751,300.9006,2.011568
2018/06/21 - 04:00:49.970691,207.8233,1.108181,0.3245683,-0.6856698,353.5417,314.8511,357.4803,0.9628173,-0.1071736,-0.4923992,354.6292,300.8706,2.179282
2018/06/21 - 04:00:49.980664,207.8342,1.107236,0.3234114,-0.6847754,354.5806,314.9271,357.5854,0.9638338,-0.1089038,-0.4949702,354.8372,300.7269,2.374687
2018/06/21 - 04:00:49.992632,207.8452,1.106312,0.3220352,-0.6838118,355.7722,315.0611,357.8663,0.9647619,-0.1107148,-0.4978937,355.0596,300.2052,2.812152
2018/06/21 - 04:00:50.002606,207.8562,1.105357,0.3203649,-0.6829242,357.1169,315.215,358.0068,0.9656137,-0.1125113,-0.5010348,355.2188,299.3699,3.54373
2018/06/21 - 04:00:50.013576,207.8663,1.104592,0.3185818,-0.6820683,358.4991,315.3671,358.2095,0.9665057,-0.1141952,-0.503985,355.3062,298.5506,4.329167
2018/06/21 - 04:00:50.024555,207.8785,1.103856,0.3166781,-0.6813286,359.9351,315.5684,358.2859,0.9674765,-0.1157218,-0.5065906,355.3545,297.8574,5.130203
2018/06/21 - 04:00:50.036515,207.8895,1.103056,0.3148259,-0.6804373,1.148195,315.748,358.4404,0.9686117,-0.1170248,-0.5087186,355.3691,297.5078,5.664796
2018/06/21 - 04:00:50.047485,207.9005,1.10231,0.3132195,-0.6795828,2.270615,315.9625,358.5423,0.9699447,-0.1179625,-0.5101901,355.3333,297.5706,5.70925
2018/06/21 - 04:00:50.058456,207.912,1.101826,0.3115436,-0.6786469,3.164869,316.1323,358.7196,0.9711373,-0.1186808,-0.5113387,355.2825,297.7742,5.449331
2018/06/21 - 04:00:50.070425,207.9232,1.101158,0.309886,-0.6777393,4.149139,316.3607,358.8985,0.9722067,-0.1194837,-0.5125778,355.3043,297.894,5.268272
2018/06/21 - 04:00:50.080336,207.9339,1.100606,0.3081541,-0.6768562,5.185876,316.5253,359.0698,0.9731522,-0.1203538,-0.5138015,355.4302,297.8878,5.15879
2018/06/21 - 04:00:50.091307,207.9448,1.100046,0.3062729,-0.6760386,6.272046,316.7681,359.2918,0.9739711,-0.1212561,-0.5150255,355.6478,297.7949,5.120284
2018/06/21 - 04:00:50.103274,207.9568,1.099662,0.3044516,-0.6753994,7.518746,317.0297,359.4784,0.9747205,-0.1220542,-0.5160003,355.9206,297.8461,4.932855
2018/06/21 - 04:00:50.114245,207.9672,1.099418,0.3026164,-0.6747811,8.717302,317.3032,359.7361,0.9755828,-0.1228074,-0.516772,356.2246,298.2332,4.414231
2018/06/21 - 04:00:50.124218,207.978,1.099302,0.3007488,-0.6742558,9.861333,317.5674,359.9927,0.9763746,-0.1235862,-0.5174226,356.7653,298.8569,3.447247
2018/06/21 - 04:00:50.137184,207.9897,1.099267,0.2989022,-0.6737378,11.06955,317.7978,0.2687558,0.9769668,-0.1244229,-0.5184922,357.2971,299.0659,2.783602
2018/06/21 - 04:00:50.147157,208.0002,1.099228,0.2970581,-0.6732612,12.23349,318.0715,0.5455397,0.9774212,-0.1252062,-0.520229,357.5117,298.5575,2.743187
2018/06/21 - 04:00:50.158128,208.0117,1.099218,0.2953628,-0.6728258,13.40472,318.3153,0.7070464,0.9781219,-0.1258776,-0.5220329,357.4224,297.6826,2.945995
2018/06/21 - 04:00:50.170095,208.0234,1.099072,0.2935837,-0.6722882,14.37039,318.5697,0.9679849,0.978818,-0.1263796,-0.5231001,357.5718,297.2675,2.658168
2018/06/21 - 04:00:50.180014,208.0338,1.098886,0.2919802,-0.6717594,15.32277,318.7449,1.12785,0.9793693,-0.1265876,-0.5231842,358.0591,297.7607,1.397968
2018/06/21 - 04:00:50.192979,208.0453,1.098713,0.2905013,-0.6711953,16.14735,318.9404,1.459425,0.9799498,-0.1269009,-0.5231699,358.6081,298.8999,359.4589
2018/06/21 - 04:00:50.201955,208.0557,1.098561,0.2891516,-0.6706156,16.84318,319.1132,1.767022,0.9801964,-0.1275808,-0.5238615,359.4259,300.0812,357.407
2018/06/21 - 04:00:50.214922,208.0673,1.098442,0.2880422,-0.6700816,17.45675,319.271,1.997053,0.9801068,-0.1285708,-0.5258177,0.2782974,300.2656,356.2981
2018/06/21 - 04:00:50.224893,208.0786,1.098391,0.2869369,-0.6696093,18.04671,319.4041,2.134353,0.9798642,-0.1296772,-0.5294982,0.8535258,299.1124,356.3437
2018/06/21 - 04:00:50.237859,208.0907,1.098254,0.2858151,-0.6692488,18.61536,319.6125,2.252367,0.9798106,-0.1303978,-0.5336174,0.9630249,297.3004,356.8745
2018/06/21 - 04:00:50.247832,208.1009,1.098069,0.2847486,-0.6689143,19.19728,319.7678,2.372991,0.9800919,-0.1306725,-0.5378104,0.5308167,295.2422,357.8487
2018/06/21 - 04:00:50.257806,208.1117,1.097924,0.2837415,-0.6686975,19.75333,319.9599,2.443943,0.9805369,-0.1306334,-0.541122,0.02469391,293.848,358.6993
2018/06/21 - 04:00:50.269774,208.1225,1.097908,0.2827403,-0.6684378,20.1776,320.0564,2.50719,0.981552,-0.1300544,-0.5431822,359.1389,293.349,359.3344
2018/06/21 - 04:00:50.279256,208.1332,1.097771,0.281951,-0.6682442,20.66962,320.2415,2.608835,0.9826374,-0.1295834,-0.5443838,358.1967,293.8701,359.3349
2018/06/21 - 04:00:50.292222,208.1446,1.097659,0.2811808,-0.6679941,20.9738,320.3075,2.662487,0.9832272,-0.1295831,-0.5450472,357.4665,295.4579,358.9777
2018/06/21 - 04:00:50.302217,208.1559,1.097674,0.2804177,-0.6677676,21.28112,320.3587,2.756269,0.9832659,-0.1302864,-0.5464575,357.2199,296.5994,358.9627
2018/06/21 - 04:00:50.314163,208.1671,1.097674,0.2797826,-0.667597,21.62033,320.4359,2.826267,0.9830559,-0.1313703,-0.5486886,357.1329,296.8601,359.2626
2018/06/21 - 04:00:50.325155,208.1788,1.097616,0.2791059,-0.6674206,21.89094,320.5554,3.001265,0.9824696,-0.1329442,-0.5516962,357.3445,296.2012,359.8276
2018/06/21 - 04:00:50.336125,208.1893,1.0975,0.2785075,-0.6672807,22.16244,320.6822,3.112703,0.9818197,-0.1344139,-0.5548098,357.5783,294.9711,0.5378752
2018/06/21 - 04:00:50.347075,208.2004,1.097358,0.2780947,-0.6670979,22.45687,320.7395,3.20251,0.981331,-0.1358443,-0.5578282,357.7,293.3397,1.371541
2018/06/21 - 04:00:50.358046,208.2116,1.097216,0.2777467,-0.6669218,22.63079,320.7849,3.25719,0.9810324,-0.1369656,-0.560124,357.6574,292.1709,2.006224
2018/06/21 - 04:00:50.370015,208.223,1.096902,0.2775566,-0.6666387,22.661,320.8106,3.350499,0.9809222,-0.1374406,-0.5610365,357.482,291.8486,1.913888
2018/06/21 - 04:00:50.380498,208.2337,1.096624,0.2774527,-0.6663519,22.64162,320.759,3.311259,0.9808418,-0.137632,-0.5609902,357.1689,292.6331,1.142329
2018/06/21 - 04:00:50.391480,208.2447,1.096291,0.277475,-0.666067,22.59877,320.7462,3.290807,0.9805186,-0.1381119,-0.5609632,357.0529,293.723,0.5206122
2018/06/21 - 04:00:50.402441,208.256,1.096206,0.2775584,-0.6660398,22.51256,320.7169,3.256765,0.9799034,-0.1388896,-0.5611426,357.2752,294.7056,0.2497701
2018/06/21 - 04:00:50.414409,208.2668,1.096051,0.277514,-0.6659005,22.48756,320.683,3.244931,0.9792985,-0.1398207,-0.5618419,357.6173,295.105,0.2318246
2018/06/21 - 04:00:50.424382,208.2782,1.095848,0.27744,-0.6657004,22.49693,320.6497,3.212321,0.9788243,-0.1408029,-0.5629396,358.0434,295.0404,0.2006963
2018/06/21 - 04:00:50.436350,208.2897,1.095613,0.2773632,-0.6654131,22.52303,320.5988,3.17104,0.9784045,-0.1415573,-0.5642223,358.4732,294.7159,0.09029839
2018/06/21 - 04:00:50.447321,208.3003,1.095445,0.2773181,-0.6652415,22.50587,320.6004,3.136404,0.9780939,-0.1419012,-0.5657105,358.7515,293.9052,0.02220499
2018/06/21 - 04:00:50.457294,208.3111,1.095213,0.2773271,-0.665015,22.50733,320.6046,3.092024,0.978045,-0.1420436,-0.567035,358.7841,293.0017,0.02532949
2018/06/21 - 04:00:50.469283,208.3223,1.094965,0.2773339,-0.6646999,22.45323,320.6198,3.025982,0.9782783,-0.1417903,-0.5679451,358.5168,292.184,0.11866
2018/06/21 - 04:00:50.480255,208.3337,1.094635,0.2773955,-0.6643076,22.37065,320.684,2.980263,0.9785035,-0.1412039,-0.5681901,358.0325,291.7505,0.2541859
2018/06/21 - 04:00:50.492201,208.3447,1.094439,0.2774962,-0.6639719,22.29553,320.738,2.926162,0.9787487,-0.1405954,-0.5677862,357.5473,291.7756,0.2600138
2018/06/21 - 04:00:50.502174,208.356,1.094111,0.2775861,-0.6635914,22.15976,320.8216,2.8288,0.9789346,-0.139928,-0.5665031,357.1087,292.4947,0.3235912
2018/06/21 - 04:00:50.514142,208.367,1.093825,0.2776757,-0.663307,22.05928,320.92,2.75683,0.9789733,-0.1394552,-0.5651575,356.78,293.3423,0.6223267
2018/06/21 - 04:00:50.524116,208.3781,1.093563,0.2778348,-0.6629952,21.99434,321.0516,2.778389,0.9789492,-0.1391416,-0.5634629,356.6011,294.2281,1.027029
2018/06/21 - 04:00:50.537080,208.3898,1.09334,0.2779362,-0.6626723,21.83261,321.1794,2.765818,0.9789681,-0.1388318,-0.5616656,356.5606,294.8472,1.215738
2018/06/21 - 04:00:50.548069,208.4005,1.093202,0.2781238,-0.6623894,21.72241,321.3116,2.721114,0.9790763,-0.1384643,-0.5594667,356.6494,295.3083,1.072725
2018/06/21 - 04:00:50.558024,208.4116,1.093088,0.2783295,-0.6621212,21.59912,321.489,2.716578,0.9791847,-0.1380179,-0.5570838,356.7857,295.7265,0.6815004
2018/06/21 - 04:00:50.569992,208.4225,1.093011,0.2786086,-0.6618828,21.51045,321.6894,2.683405,0.9793215,-0.1375534,-0.5543119,357.1123,296.0558,0.04644268
2018/06/21 - 04:00:50.579966,208.4333,1.092953,0.2787977,-0.6616208,21.29166,321.911,2.669035,0.9795438,-0.1370968,-0.5513793,357.3761,296.3628,359.5463
2018/06/21 - 04:00:50.591934,208.4446,1.092967,0.2790827,-0.6613544,21.09348,322.1101,2.620534,0.9798584,-0.136638,-0.5483308,357.5017,296.8357,359.2608
2018/06/21 - 04:00:50.602925,208.4565,1.092968,0.2795126,-0.6610861,20.93545,322.3514,2.634542,0.9803689,-0.1360958,-0.5448537,357.4935,297.6345,359.1432
2018/06/21 - 04:00:50.614872,208.4673,1.093052,0.2799658,-0.6608018,20.72909,322.5844,2.587833,0.9811345,-0.1355445,-0.5412869,357.3665,298.6268,359.1873
2018/06/21 - 04:00:50.624865,208.4782,1.093073,0.2803746,-0.6604818,20.42213,322.8274,2.547077,0.9821818,-0.1349825,-0.5375707,357.1342,299.7383,359.4615
2018/06/21 - 04:00:50.636813,208.4893,1.09302,0.2808606,-0.6601367,20.07555,323.1107,2.496343,0.9831603,-0.1343774,-0.5338542,356.9594,300.7692,359.6985
2018/06/21 - 04:00:50.646787,208.4999,1.093037,0.2813528,-0.659824,19.73352,323.4446,2.467303,0.9843064,-0.1337473,-0.5299606,356.8348,301.7502,359.8267
2018/06/21 - 04:00:50.657758,208.5115,1.093112,0.2818632,-0.6594917,19.41262,323.7664,2.448409,0.9854282,-0.1330959,-0.5259632,356.7941,302.6579,359.8045
2018/06/21 - 04:00:50.669726,208.5226,1.093216,0.2823241,-0.6591625,19.11423,324.1028,2.504043,0.986804,-0.1325158,-0.5218382,356.8631,303.4691,359.6026
2018/06/21 - 04:00:50.679698,208.5336,1.093331,0.2828019,-0.658917,18.89256,324.4427,2.460923,0.9881787,-0.1319868,-0.5177431,356.9745,304.2444,359.3759
2018/06/21 - 04:00:50.692665,208.5451,1.093455,0.2831707,-0.6586428,18.61391,324.7725,2.451175,0.9896854,-0.131568,-0.5136273,357.1353,305.0537,359.1568
2018/06/21 - 04:00:50.702638,208.5559,1.093506,0.2836002,-0.6583661,18.41403,325.0755,2.471891,0.9912477,-0.1313018,-0.5096306,357.3494,305.8804,359.0152
2018/06/21 - 04:00:50.714606,208.5674,1.093441,0.2840431,-0.65809,18.21439,325.3333,2.454929,0.9925473,-0.1310827,-0.5056378,357.6279,306.7565,358.9358
2018/06/21 - 04:00:50.724599,208.5779,1.093481,0.2843663,-0.6578539,17.94555,325.6422,2.491573,0.9938909,-0.130932,-0.5016543,357.9213,307.7274,358.9211
2018/06/21 - 04:00:50.737544,208.5901,1.093538,0.2847177,-0.6576117,17.69847,325.7807,2.485019,0.9952485,-0.1308837,-0.497926,358.2623,308.7694,359.0221
2018/06/21 - 04:00:50.747531,208.6006,1.09344,0.2851902,-0.6574509,17.51468,325.8936,2.361449,0.996582,-0.1307605,-0.4943347,358.5322,309.7527,359.1201
2018/06/21 - 04:00:50.758513,208.6119,1.093293,0.2855975,-0.657308,17.32304,325.9429,2.342897,0.9979979,-0.1306013,-0.4909836,358.7151,310.6764,359.1588
2018/06/21 - 04:00:50.769459,208.6228,1.093054,0.2859449,-0.6572258,17.07464,325.9606,2.186103,0.9995657,-0.1304414,-0.4879571,358.8886,311.4406,359.1148
2018/06/21 - 04:00:50.780452,208.6339,1.092795,0.2862687,-0.6571781,16.8902,325.917,2.137484,1.001067,-0.1303378,-0.4854556,359.1066,311.9077,358.9447
2018/06/21 - 04:00:50.792398,208.6452,1.092395,0.2866005,-0.6571958,16.75275,325.7354,2.025816,1.002362,-0.1303694,-0.4832726,359.4207,312.1852,358.6817
2018/06/21 - 04:00:50.802371,208.6561,1.092024,0.2868807,-0.6572616,16.57339,325.5568,1.922146,1.003446,-0.1305955,-0.4814804,359.9095,312.3383,358.431
2018/06/21 - 04:00:50.814340,208.6673,1.091504,0.2872149,-0.6573762,16.36956,325.1632,1.72547,1.004416,-0.1308466,-0.479787,0.3745445,312.4991,358.2238
2018/06/21 - 04:00:50.827306,208.6795,1.090747,0.2876388,-0.6575738,16.15512,324.6737,1.565719,1.004976,-0.131459,-0.4789627,0.9182621,312.4618,358.1458
2018/06/21 - 04:00:50.837291,208.6908,1.090065,0.2880249,-0.6578781,15.92986,324.0346,1.355101,1.005296,-0.1320316,-0.4782223,1.435435,312.6443,358.2752
2018/06/21 - 04:00:50.848250,208.7012,1.089366,0.2883834,-0.6582784,15.7568,323.4064,1.110372,1.005488,-0.1325707,-0.478146,1.837877,312.8735,358.5265
2018/06/21 - 04:00:50.858223,208.7115,1.088576,0.2887365,-0.6587448,15.63316,322.7347,0.8460662,1.005681,-0.1328812,-0.4781709,2.082897,313.0194,358.6725
2018/06/21 - 04:00:50.870191,208.723,1.087707,0.2890238,-0.6592887,15.49071,322.0095,0.5538062,1.005397,-0.13277,-0.4792936,2.023133,312.9554,358.6264
2018/06/21 - 04:00:50.881160,208.7343,1.086841,0.2893623,-0.6598612,15.33074,321.2688,0.2898511,1.004931,-0.1326191,-0.4808141,1.975821,312.7076,358.5221
2018/06/21 - 04:00:50.893128,208.7454,1.086009,0.2897421,-0.6604021,15.09271,320.5617,0.08693321,1.004169,-0.1325663,-0.4827131,2.024794,312.2577,358.588
2018/06/21 - 04:00:50.903102,208.7562,1.085237,0.2902156,-0.6609339,14.78239,319.8049,359.8623,1.002974,-0.1325143,-0.4853733,2.095607,311.5467,358.7568
2018/06/21 - 04:00:50.915070,208.7672,1.084547,0.2905942,-0.6614712,14.40804,319.1151,359.6978,1.001576,-0.132449,-0.48829,2.148617,310.6686,358.9639
2018/06/21 - 04:00:50.925044,208.7784,1.083939,0.2911228,-0.6621488,14.19672,318.4975,359.537,0.9996145,-0.1323514,-0.4917309,2.27045,309.5095,359.2251
2018/06/21 - 04:00:50.937011,208.7897,1.083399,0.2915406,-0.6627795,13.97341,317.8422,359.3495,0.9974916,-0.1323178,-0.4951746,2.507205,308.3254,359.5546
2018/06/21 - 04:00:50.946985,208.8001,1.08291,0.2919224,-0.6634264,13.78623,317.3027,359.3195,0.9950881,-0.1320395,-0.4985929,2.716253,307.2681,359.9558
2018/06/21 - 04:00:50.957975,208.8114,1.082523,0.2923251,-0.6640987,13.66416,316.8201,359.2509,0.992709,-0.1314529,-0.501662,2.704142,306.5291,0.189913
2018/06/21 - 04:00:50.968926,208.822,1.082253,0.2926316,-0.6646783,13.43619,316.3198,359.1933,0.990166,-0.1306751,-0.5044779,2.694744,305.9275,0.406771
2018/06/21 - 04:00:50.979896,208.8335,1.082062,0.2929586,-0.6653349,13.23508,315.9747,359.1678,0.9873536,-0.1295895,-0.5070466,2.582767,305.4792,0.7020076
