Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 02:24:12.4388264,84.57092,2,1,Peer hit peer's target,-4.462831,8.076103,1.07065
2018/06/28 - 02:24:12.4587997,84.59234,2,2,Peer hit peer's target,3.232659,4.028687,4.047138
2018/06/28 - 02:24:12.7819076,84.91455,2,3,Peer hit peer's target,-1.088584,8.283327,-3.159744
2018/06/28 - 02:24:13.2048501,85.33643,2,4,Peer hit peer's target,-4.703739,2.924696,-0.495153
2018/06/28 - 02:24:16.6480216,88.78065,3,5,Peer hit peer's target,1.856481,4.200672,-4.540423
2018/06/28 - 02:24:19.0205758,91.1525,1,4,Peer missed, , , 
2018/06/28 - 02:24:19.2480668,91.38,1,3,Peer missed, , , 
2018/06/28 - 02:24:19.5921458,91.72427,0,2,Peer missed, , , 
2018/06/28 - 02:24:20.2691950,92.40122,0,1,Peer missed, , , 
2018/06/28 - 02:24:21.9831857,94.11327,0,0,Peer missed, , , 
2018/06/28 - 02:24:25.6267842,97.75879,1,1,Peer hit peer's target,3.112633,7.422512,-4.121883
2018/06/28 - 02:24:26.5932421,98.7256,0,2,Peer hit peer's target,-0.5435804,8.486217,-2.728085
2018/06/28 - 02:24:29.0840645,101.2157,0,1,Peer missed, , , 
2018/06/28 - 02:24:30.4949244,102.6267,2,0,Peer missed, , , 
2018/06/28 - 02:24:31.6398891,103.7732,2,1,Peer hit peer's target,4.540815,3.122404,2.357563
2018/06/28 - 02:24:32.0166943,104.1492,2,2,Peer hit peer's target,4.624701,5.330127,-1.522352
2018/06/28 - 02:24:35.2718150,107.4044,2,1,Peer missed, , , 
2018/06/28 - 02:24:35.7745584,107.9064,1,2,Peer hit peer's target,-1.60788,3.880303,3.956423
2018/06/28 - 02:24:39.1613382,111.2944,0,3,Peer hit peer's target,-3.286772,3.457744,-3.327791
2018/06/28 - 02:24:40.2274790,112.3601,2,2,Peer missed, , , 
2018/06/28 - 02:24:42.4383812,114.5717,4,3,Peer hit peer's target,-1.485949,8.022285,-5.365616
2018/06/28 - 02:24:43.1065822,115.2389,4,2,Peer missed, , , 
2018/06/28 - 02:24:43.2861017,115.4186,4,1,Peer missed, , , 
2018/06/28 - 02:24:44.3829281,116.5157,5,2,Peer hit peer's target,4.46066,6.135221,-0.2567234
2018/06/28 - 02:24:45.1824627,117.3155,5,1,Peer missed, , , 
2018/06/28 - 02:24:46.0939543,118.2266,5,2,Peer hit peer's target,3.049968,7.887387,3.589747
2018/06/28 - 02:24:47.6607903,119.7939,7,3,Peer hit peer's target,-3.515321,2.527617,-2.046333
