Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/21 - 04:01:25.245568,241.7643,1.139659,0.321848,-0.6986711,359.6029,325.6585,0.2084253,1.041561,0.09205667,-0.4534037,343.2892,315.5587,359.9554
2018/06/21 - 04:01:25.256539,241.7753,1.139889,0.3222304,-0.6995329,359.3982,325.507,0.2024255,1.040818,0.09383989,-0.45333,342.9109,315.5493,359.9071
2018/06/21 - 04:01:25.268512,241.7869,1.13965,0.3226442,-0.700276,359.1503,325.3931,0.1786768,1.040326,0.09569672,-0.4530146,342.4941,315.8178,0.2533717
2018/06/21 - 04:01:25.279477,241.7984,1.139619,0.3230679,-0.7011412,359.0191,325.2995,0.2099628,1.040342,0.09802057,-0.4523979,341.7908,316.6054,0.07164381
2018/06/21 - 04:01:25.291446,241.8099,1.140118,0.3232957,-0.7019832,358.7949,325.1328,0.2622851,1.040343,0.1003215,-0.4518021,341.1107,317.1844,359.8174
2018/06/21 - 04:01:25.302416,241.821,1.140288,0.3236527,-0.7028049,358.6013,325.0514,0.2787308,1.040527,0.1028207,-0.451274,340.5394,317.7202,359.5594
2018/06/21 - 04:01:25.312390,241.8309,1.140441,0.3239726,-0.703513,358.3257,324.9684,0.3639871,1.040499,0.1053203,-0.4511812,340.039,317.777,359.3961
2018/06/21 - 04:01:25.324359,241.8432,1.140982,0.32433,-0.7043258,358.1215,324.9668,0.3520313,1.040354,0.1080323,-0.4515484,339.5766,317.414,359.2232
2018/06/21 - 04:01:25.335328,241.854,1.141502,0.3247049,-0.7050998,357.8621,324.8859,0.3805659,1.040029,0.110964,-0.4523816,339.085,316.7724,359.2144
2018/06/21 - 04:01:25.390181,241.908,1.143393,0.3265878,-0.7081382,356.5162,324.7342,0.4015023,1.040632,0.1196674,-0.4565482,336.8519,315.8582,359.6677
2018/06/21 - 04:01:25.396189,241.9151,1.144003,0.3270538,-0.709008,356.1873,324.7024,0.4147057,1.041496,0.1303499,-0.4605069,334.0731,315.764,0.2196514
2018/06/21 - 04:01:25.414164,241.9327,1.146796,0.3291367,-0.7128002,354.7557,324.5879,0.3652816,1.042881,0.1453663,-0.4659483,330.2814,316.1108,1.478257
2018/06/21 - 04:01:25.437103,241.9555,1.148552,0.3305009,-0.7149798,353.7611,324.3894,0.3331052,1.04408,0.1521347,-0.4672546,329.0914,316.8793,0.9774812
2018/06/21 - 04:01:25.458048,241.9769,1.149341,0.3312685,-0.716133,353.2232,324.2893,0.4360679,1.044722,0.1542712,-0.4673572,329.0889,317.2047,359.9687
2018/06/21 - 04:01:25.469037,241.9874,1.150252,0.3319553,-0.7173426,352.8547,324.2022,0.393764,1.044896,0.1563642,-0.4682125,328.7837,316.9641,359.9679
2018/06/21 - 04:01:25.478992,241.998,1.151136,0.3324825,-0.7186032,352.4649,324.1572,0.3060586,1.044582,0.1576829,-0.4691635,328.8837,316.3501,0.6498469
2018/06/21 - 04:01:25.490960,242.0093,1.152052,0.3329745,-0.7198631,352.1341,324.0703,0.237966,1.044479,0.1589805,-0.4701622,328.7701,315.9548,1.141443
2018/06/21 - 04:01:25.500933,242.0202,1.153208,0.3333269,-0.7211128,351.8504,323.9778,0.2692964,1.044531,0.1598358,-0.4711084,328.5589,315.4529,1.437664
2018/06/21 - 04:01:25.512901,242.0311,1.154182,0.3336867,-0.7223217,351.4907,323.9031,0.2478082,1.044793,0.1605655,-0.4717376,328.3293,315.2369,1.502437
2018/06/21 - 04:01:25.522875,242.0422,1.155123,0.3340468,-0.7235109,351.1945,323.7612,0.2228238,1.045289,0.1609269,-0.4718417,328.138,315.5003,1.312371
2018/06/21 - 04:01:25.534849,242.0535,1.155184,0.3339559,-0.7234588,351.3024,323.7203,0.3186919,1.045541,0.1600638,-0.4713744,328.2006,315.7732,1.034819
2018/06/21 - 04:01:25.546813,242.0648,1.15605,0.334266,-0.7245742,351.0485,323.5959,0.401723,1.046097,0.1598718,-0.4714175,328.1005,316.0023,0.7189205
2018/06/21 - 04:01:25.556785,242.076,1.157003,0.3345525,-0.7256678,350.7914,323.4787,0.4958538,1.046631,0.1595267,-0.471621,327.9335,315.9823,0.5784812
2018/06/21 - 04:01:25.568753,242.0872,1.157889,0.3348169,-0.7267564,350.5114,323.3425,0.5440307,1.04708,0.1585563,-0.4717511,327.8329,315.6849,0.6786008
2018/06/21 - 04:01:25.578730,242.0983,1.158928,0.3350319,-0.7278641,350.3328,323.1834,0.6117949,1.047516,0.1574111,-0.4714883,328.131,315.6469,0.6341163
2018/06/21 - 04:01:25.590693,242.1088,1.159986,0.3351849,-0.7288892,350.0844,323.0391,0.7528444,1.04818,0.1559951,-0.4710359,328.5732,315.7216,0.3316343
2018/06/21 - 04:01:25.600676,242.1195,1.161043,0.3353497,-0.7299238,349.8018,322.929,0.8609881,1.048834,0.1546189,-0.4705385,328.8883,315.6926,359.9201
2018/06/21 - 04:01:25.611637,242.1303,1.162078,0.3356482,-0.7309408,349.56,322.8104,0.9058906,1.049477,0.1529549,-0.4699416,329.2766,315.6786,359.5413
2018/06/21 - 04:01:25.622608,242.1418,1.1631,0.3359461,-0.7319635,349.2951,322.7162,0.9333957,1.050158,0.1513698,-0.4692995,329.6137,315.8023,359.2841
2018/06/21 - 04:01:25.634576,242.1528,1.164239,0.3361481,-0.7329304,348.9833,322.7264,1.054588,1.051155,0.1497597,-0.4684329,329.9998,316.3083,358.6883
2018/06/21 - 04:01:25.645546,242.1642,1.165331,0.3364241,-0.7339172,348.7339,322.6667,1.062926,1.05228,0.1481998,-0.467754,330.2014,316.8019,358.0448
2018/06/21 - 04:01:25.656517,242.1747,1.166288,0.3367268,-0.7348067,348.4878,322.6304,1.099535,1.053545,0.1465622,-0.4673938,330.2373,317.1139,357.5985
2018/06/21 - 04:01:25.667501,242.186,1.167099,0.3369968,-0.7356915,348.1924,322.679,1.155892,1.054647,0.1446957,-0.4671615,330.3101,317.147,357.5809
2018/06/21 - 04:01:25.677461,242.1969,1.167889,0.3373051,-0.7365148,347.9836,322.6797,1.208741,1.055707,0.1426448,-0.46682,330.6433,317.1848,357.7101
2018/06/21 - 04:01:25.689429,242.2081,1.168478,0.3376828,-0.7373303,347.8331,322.686,1.303667,1.056965,0.1407773,-0.4665161,330.8353,317.2613,357.7263
2018/06/21 - 04:01:25.700400,242.2196,1.168942,0.3380776,-0.7380306,347.5459,322.7447,1.314685,1.058363,0.1389287,-0.4660671,330.9859,317.4542,357.5878
2018/06/21 - 04:01:25.712368,242.2307,1.169713,0.3385296,-0.7387612,347.2685,322.737,1.295685,1.059871,0.1371827,-0.4653887,331.3499,317.7535,357.3277
2018/06/21 - 04:01:25.722342,242.2413,1.17029,0.3390366,-0.7394207,346.9633,322.7985,1.343309,1.061416,0.1356151,-0.4646616,331.7126,317.9364,356.974
2018/06/21 - 04:01:25.734311,242.2525,1.170607,0.3396083,-0.7400526,346.6246,322.8234,1.378256,1.063037,0.1344619,-0.4637973,331.9183,318.0335,356.5049
2018/06/21 - 04:01:25.745280,242.2641,1.171016,0.3402845,-0.7406388,346.2264,322.949,1.509745,1.064795,0.1336098,-0.462806,331.9938,318.3129,355.8905
2018/06/21 - 04:01:25.756265,242.2747,1.171672,0.340968,-0.7412482,345.7878,323.0775,1.632092,1.066695,0.1333212,-0.4614631,332.0941,318.7092,355.3055
2018/06/21 - 04:01:25.768235,242.2863,1.17255,0.341486,-0.7417927,345.0812,323.331,1.830287,1.069044,0.1339907,-0.4598648,332.1002,319.5944,354.6884
2018/06/21 - 04:01:25.778192,242.2974,1.173551,0.3422197,-0.7425023,344.3566,323.6091,1.904042,1.071874,0.1351746,-0.4585794,331.8052,320.8517,354.0665
2018/06/21 - 04:01:25.790160,242.3085,1.174347,0.3430226,-0.7432048,343.5711,324.0299,1.908538,1.075403,0.1374802,-0.4578861,331.0172,322.2346,353.6148
2018/06/21 - 04:01:25.800133,242.3192,1.175399,0.3438662,-0.7439556,342.7513,324.5392,1.874152,1.079191,0.140119,-0.4576963,330.0794,323.2179,353.3791
2018/06/21 - 04:01:25.812101,242.3305,1.176593,0.3446829,-0.7448524,342.094,325.0426,1.820841,1.083738,0.1437723,-0.4580462,328.8904,323.9551,353.4334
2018/06/21 - 04:01:25.822074,242.3413,1.177949,0.3454738,-0.7459583,341.4918,325.5948,1.579022,1.088489,0.1475556,-0.4584894,327.722,324.8591,353.3585
2018/06/21 - 04:01:25.835062,242.3529,1.179415,0.3463305,-0.7469863,340.8136,326.1123,1.414139,1.093949,0.1521842,-0.4591122,326.4372,326.0209,353.1794
2018/06/21 - 04:01:25.845034,242.3639,1.18093,0.3472739,-0.7479969,340.0131,326.7231,1.242122,1.099756,0.1568663,-0.4598079,325.058,327.585,352.6345
2018/06/21 - 04:01:25.857979,242.3759,1.182506,0.3482078,-0.7489602,339.2208,327.4352,1.018124,1.106261,0.1618966,-0.4609964,323.3958,329.2951,352.0341
2018/06/21 - 04:01:25.868950,242.3871,1.184072,0.3491834,-0.7499449,338.4479,328.3846,0.8085205,1.113374,0.1669758,-0.4625445,321.4868,331.2373,351.3546
2018/06/21 - 04:01:25.877925,242.3973,1.185719,0.3500245,-0.7509291,337.7031,329.4163,0.5347273,1.120345,0.17165,-0.4642111,319.537,333.3138,350.894
2018/06/21 - 04:01:25.889893,242.4084,1.18749,0.3507808,-0.7519448,337.0461,330.452,0.3044312,1.127095,0.1761253,-0.4659561,317.6656,335.3348,351.0242
2018/06/21 - 04:01:25.899873,242.4193,1.18955,0.3514149,-0.7530923,336.4577,331.5476,0.04246306,1.133513,0.18037,-0.4673983,316.0187,337.3683,351.0235
2018/06/21 - 04:01:25.912854,242.4308,1.191418,0.3519256,-0.7542415,335.8646,332.5569,359.7947,1.139726,0.1843898,-0.4683125,314.7819,339.22,350.8213
2018/06/21 - 04:01:25.922824,242.4417,1.193107,0.3523951,-0.7553973,335.2935,333.5184,359.5002,1.146107,0.1883102,-0.4684901,313.9879,340.9829,350.1366
