Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 02:27:23.5433313,125.9023,29,25,Peer hit peer's target,1.09875,7.80284,-3.451562
2018/06/28 - 02:27:23.6660033,126.0245,29,26,Peer hit peer's target,4.745293,2.31053,-0.3393324
2018/06/28 - 02:27:23.9668910,126.3257,29,27,Peer hit peer's target,1.946505,9.162891,-1.641905
2018/06/28 - 02:27:27.3325539,129.6916,27,28,Peer hit peer's target,4.351475,5.512177,-2.590452
2018/06/28 - 02:27:28.4344422,130.7938,26,27,Peer missed, , , 
2018/06/28 - 02:27:29.7333920,132.0925,25,26,Peer missed, , , 
2018/06/28 - 02:27:30.7252697,133.0847,25,25,Peer missed, , , 
2018/06/28 - 02:27:31.0892951,133.4486,25,24,Peer missed, , , 
2018/06/28 - 02:27:31.4534169,133.8047,25,23,Peer hit user's target,-3.725342,8.26251,-1.177266
2018/06/28 - 02:27:31.9687297,134.3264,26,22,Peer missed, , , 
2018/06/28 - 02:27:33.6015086,135.9603,25,21,Peer missed, , , 
2018/06/28 - 02:27:33.9009149,136.2592,25,22,Peer hit peer's target,-2.570303,2.328287,-0.8998653
2018/06/28 - 02:27:34.3347530,136.6934,25,23,Peer hit peer's target,0.5849743,7.30916,-4.293446
2018/06/28 - 02:27:34.8125237,137.1723,25,24,Peer hit peer's target,-5.386726,6.2846,0.5982021
2018/06/28 - 02:27:35.2554705,137.6143,26,25,Peer hit peer's target,-0.6947499,3.208477,4.680959
2018/06/28 - 02:27:35.7117555,138.0704,26,26,Peer hit peer's target,0.1053915,3.600099,-3.255184
2018/06/28 - 02:27:38.0129095,140.3722,25,27,Peer hit peer's target,3.392339,5.005627,4.398862
2018/06/28 - 02:27:38.5554548,140.9147,25,26,Peer missed, , , 
2018/06/28 - 02:27:39.8232620,142.1815,24,25,Peer missed, , , 
2018/06/28 - 02:27:40.0247278,142.3821,24,24,Peer missed, , , 
2018/06/28 - 02:27:40.8239657,143.1826,25,23,Peer missed, , , 
2018/06/28 - 02:27:41.9687922,144.3277,26,24,Peer hit peer's target,-2.940808,6.934001,3.614322
2018/06/28 - 02:27:42.8118248,145.1711,27,23,Peer missed, , , 
2018/06/28 - 02:27:46.5671845,148.9261,27,22,Peer missed, , , 
2018/06/28 - 02:27:46.8125268,149.1714,26,23,Peer hit peer's target,-3.910223,5.184309,-1.494101
2018/06/28 - 02:27:46.8344682,149.1932,26,24,Peer hit peer's target,4.16508,7.238993,-0.1092184
2018/06/28 - 02:27:47.2006958,149.559,26,25,Peer hit peer's target,1.152131,7.097354,4.594137
2018/06/28 - 02:27:48.3345066,150.6936,25,26,Peer hit peer's target,-2.572065,2.762578,-0.7927485
2018/06/28 - 02:27:48.6676767,151.0276,24,25,Peer missed, , , 
2018/06/28 - 02:27:51.3931331,153.7527,27,26,Peer hit peer's target,0.6728997,3.215253,4.229838
2018/06/28 - 02:27:51.8347615,154.1941,27,25,Peer missed, , , 
2018/06/28 - 02:27:51.9235242,154.2825,27,24,Peer missed, , , 
2018/06/28 - 02:27:52.9468138,155.3052,27,23,Peer missed, , , 
2018/06/28 - 02:27:53.2897907,155.6488,27,24,Peer hit peer's target,3.853072,2.156953,-1.386048
2018/06/28 - 02:27:53.6679034,156.0271,28,25,Peer hit peer's target,5.106383,5.161627,0.8550419
2018/06/28 - 02:27:54.0342365,156.3938,28,26,Peer hit peer's target,4.962442,2.474106,-1.372648
2018/06/28 - 02:27:55.0911770,157.4504,27,27,Peer hit peer's target,2.99008,8.439981,0.2553236
2018/06/28 - 02:28:01.0120015,163.372,30,26,Peer missed, , , 
2018/06/28 - 02:28:01.7025723,164.0612,30,25,Peer missed, , , 
2018/06/28 - 02:28:04.1681000,166.5281,27,24,Peer missed, , , 
2018/06/28 - 02:28:04.8353196,167.1948,27,23,Peer missed, , , 
2018/06/28 - 02:28:04.9809289,167.3399,27,24,Peer hit peer's target,1.834174,6.064204,-3.665862
2018/06/28 - 02:28:05.6892700,168.0488,24,25,Peer hit peer's target,3.00354,2.70809,2.453762
2018/06/28 - 02:28:05.7331531,168.0934,24,24,Peer missed, , , 
2018/06/28 - 02:28:08.2691668,170.6293,26,25,Peer hit peer's target,-2.88225,2.308582,2.35859
2018/06/28 - 02:28:10.3020098,172.6608,28,26,Peer hit peer's target,-3.787152,6.184189,2.601963
2018/06/28 - 02:28:13.6465821,176.0065,27,27,Peer hit peer's target,1.275947,8.061542,-3.900422
2018/06/28 - 02:28:16.7128788,179.072,28,28,Peer hit peer's target,-4.226639,5.704962,0.6886138
