Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 04:41:04.1359280,114.7916,50,54,Peer hit peer's target,-4.383681,7.444791,0.6402727
2018/06/28 - 04:41:05.4601409,116.1167,51,55,Peer hit peer's target,0.5912794,6.475121,3.941694
2018/06/28 - 04:41:06.7446833,117.402,51,56,Peer hit peer's target,0.6356695,8.494941,2.985118
2018/06/28 - 04:41:10.2108322,120.8669,55,57,Peer hit peer's target,2.325615,7.004901,-3.86982
2018/06/28 - 04:41:11.0898606,121.7452,56,58,Peer hit peer's target,0.1016471,1.790966,-4.045862
2018/06/28 - 04:41:11.7561014,122.4119,57,59,Peer hit peer's target,-4.520931,7.374633,2.261523
2018/06/28 - 04:41:12.7129027,123.3694,57,60,Peer hit peer's target,-4.326417,2.991853,1.73352
2018/06/28 - 04:41:16.1691936,126.825,59,61,Peer hit peer's target,1.186565,7.397902,4.435595
2018/06/28 - 04:41:17.1144055,127.7702,60,62,Peer hit peer's target,-5.008201,3.952608,-2.348989
2018/06/28 - 04:41:17.2809359,127.9375,60,63,Peer hit peer's target,3.261209,5.929743,-2.51168
2018/06/28 - 04:41:20.5248146,131.1817,62,64,Peer hit peer's target,-3.862509,7.59659,0.08836622
2018/06/28 - 04:41:20.5577256,131.2145,62,65,Peer hit peer's target,2.18709,4.949157,-4.678812
2018/06/28 - 04:41:20.7242981,131.3817,62,66,Peer hit peer's target,-4.130548,6.282186,-3.720423
2018/06/28 - 04:41:21.6382749,132.294,63,67,Peer hit peer's target,-2.44739,6.709476,3.986022
2018/06/28 - 04:41:23.6023087,134.2599,63,68,Peer hit peer's target,-1.645582,8.283298,3.800424
2018/06/28 - 04:41:26.8009033,137.4574,66,69,Peer hit peer's target,-1.047921,7.609812,-3.932934
2018/06/28 - 04:41:27.1697506,137.8258,66,70,Peer hit peer's target,0.3731935,6.681489,-4.980584
2018/06/28 - 04:41:28.8241333,139.4811,66,71,Peer hit peer's target,-4.181999,6.465234,-2.624209
2018/06/28 - 04:41:28.9916567,139.6476,67,70,Peer missed, , , 
2018/06/28 - 04:41:29.6801186,140.3373,67,69,Peer missed, , , 
2018/06/28 - 04:41:32.5035777,143.1605,68,68,Peer missed, , , 
2018/06/28 - 04:41:33.3151741,143.9712,68,69,Peer hit peer's target,2.898957,5.449543,3.710377
2018/06/28 - 04:41:34.5030671,145.1602,69,70,Peer hit peer's target,-1.492702,1.162281,3.288867
2018/06/28 - 04:41:34.8930446,145.5487,69,71,Peer hit peer's target,1.343161,8.608384,2.642802
2018/06/28 - 04:41:35.2609418,145.9144,70,72,Peer hit peer's target,-4.864977,3.751054,-3.263756
2018/06/28 - 04:41:37.7265250,148.3826,70,73,Peer hit peer's target,-0.09997226,6.4891,-4.58312
2018/06/28 - 04:41:37.8920815,148.5482,70,74,Peer hit peer's target,3.276921,7.589774,2.600242
2018/06/28 - 04:41:40.5695490,151.2254,71,75,Peer hit peer's target,1.805009,8.334898,-3.830467
2018/06/28 - 04:41:41.0804589,151.7369,72,76,Peer hit peer's target,1.791307,8.786484,2.784721
2018/06/28 - 04:41:41.8571250,152.5147,72,77,Peer hit peer's target,-0.6016727,5.368561,-4.970166
2018/06/28 - 04:41:42.8145398,153.4709,72,78,Peer hit peer's target,-2.566088,9.2605,1.082332
2018/06/28 - 04:41:44.5581625,155.2125,72,79,Peer hit peer's target,-4.348698,2.71497,1.370203
2018/06/28 - 04:41:49.2811555,159.9383,73,80,Peer hit peer's target,3.85494,2.948092,-2.923033
2018/06/28 - 04:41:51.7570122,162.4144,74,79,Peer missed, , , 
2018/06/28 - 04:41:52.4916962,163.1485,74,78,Peer missed, , , 
2018/06/28 - 04:41:53.4581404,164.1154,75,77,Peer missed, , , 
2018/06/28 - 04:41:56.0367811,166.6935,74,76,Peer missed, , , 
2018/06/28 - 04:41:56.6168739,167.2718,74,77,Peer hit peer's target,-3.586669,5.194926,-3.732315
2018/06/28 - 04:41:57.1374810,167.7934,73,78,Peer hit peer's target,3.384179,2.772742,-2.773945
2018/06/28 - 04:41:57.8705260,168.5258,73,79,Peer hit peer's target,-4.745886,3.417675,-0.3507502
2018/06/28 - 04:42:00.7803523,171.4378,74,80,Peer hit peer's target,3.790009,2.9295,-1.655151
2018/06/28 - 04:42:01.1155043,171.7722,74,81,Peer hit peer's target,4.359343,4.891894,2.321219
2018/06/28 - 04:42:03.5816183,174.2386,75,82,Peer hit peer's target,-3.17959,1.725891,-1.502814
2018/06/28 - 04:42:05.5806762,176.238,76,83,Peer hit peer's target,-3.360957,8.176097,2.996071
2018/06/28 - 04:42:07.8489356,178.5047,78,84,Peer hit peer's target,-3.371815,5.752469,4.176242
2018/06/28 - 04:42:08.0433953,178.6999,78,83,Peer missed, , , 
2018/06/28 - 04:42:08.7700648,179.4266,79,82,Peer missed, , , 
